Country,Year,Agricultural production index (2014-2016=100),"Balance of payments, current account (million US$)",CPI: Consumer Price Index (2010=100),Economy: Agriculture (% of Gross Value Added),Economy: Industry (% of Gross Value Added),Economy: Services and other activity (% of GVA),Employment in agriculture (% of employed),Employment in industry (% of employed),Employment in services (% employed),"GDP growth rate (annual %, const. 2015 prices)",GDP per capita (current US$),GDP: Gross domestic product (million current US$),International trade: balance (million current US$),International trade: exports (million current US$),International trade: imports (million current US$),Unemployment (% of labour force),Labour force participation rate - Female (per 100 pop.),Labour force participation rate - Male (per 100 pop.),Labour force participation rate - Female/Labour force participation rate - Male Ratio,Education: Government expenditure (% of GDP),"Fertility rate, total (live births per woman)",Health: Current expenditure (% of GDP),Health: Physicians (per 1 000 pop.),Intentional homicide rate (per 100 000 pop.),Population growth rate (average annual %),Refugees and others of concern to UNHCR (000),Seats held by women in national parliaments (%),Under five mortality rate (per 1000 live births),Urban population (% of total population),Urban population growth rate (average annual %),Education: Primary gross enrol. ratio - Female (per 100 pop.),Education: Primary gross enrol. ratio - Male (per 100 pop.),Education: Primary gross enrol. ratio - Female/Education: Primary gross enrol. ratio - Male Ratio,Education: Upper Sec. gross enrol. ratio - Female (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Male (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Female/Education: Upper Sec. gross enrol. ratio - Male Ratio,Education: Lower Sec. gross enrol. ratio - Female (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Male (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Female/Education: Lower Sec. gross enrol. ratio - Male Ratio,International migrant stock (000),International migrant stock (% of total pop.),International migrant stock/International migrant stock Ratio,Life expectancy at birth - Female (years),Life expectancy at birth - Male (years),Life expectancy at birth - Female/Life expectancy at birth - Male Ratio,Population age distribution - 0-14 years (%),Population age distribution - 60+ years (%),Population age distribution - 0-14 years/Population age distribution - 60+ years Ratio,"Energy production, primary (Petajoules)",Energy supply per capita (Gigajoules),Forested area (% of land area),Important sites for terrestrial biodiversity protected (%),Individuals using the Internet (per 100 inhabitants),Net Official Development Assist. disbursed (% of GNI),Net Official Development Assist. received (% of GNI),Research & Development expenditure (% of GDP),Threatened species (number),Tourist/visitor arrivals at national borders (000),CO2 emission estimates - Total (million tons),CO2 emission estimates - Per capita (tons per capita),CO2 emission estimates - Total/CO2 emission estimates - Per capita Ratio,Pop. using safely managed drinking water - Urban (%),Pop. using safely managed drinking water - Rural (%),Pop. using safely managed drinking water - Urban/Pop. using safely managed drinking water - Rural Ratio,Pop. using safely managed sanitation - Urban (%),Pop. using safely managed sanitation - Rural (%),Pop. using safely managed sanitation - Urban/Pop. using safely managed sanitation - Rural Ratio
Sierra Leone,2024.0,105.0,157.0,558.0,60.0,6.8,33.1,43.3,12.0,44.6,3.8,404.5,3481.0,1502.0,521.0,2023.0,3.2,51.4,56.2,91.45907473309607,3.3,3.7,8.6,0.0,,2.1,0.2,29.5,95.7,,,155.9,147.6,105.62330623306234,55.6,55.2,100.72463768115942,92.2,87.2,105.73394495412845,,,,63.7,60.2,105.8139534883721,38.1,5.2,732.6923076923076,57.0,9.0,34.8,65.3,30.4,,17.49,,303.0,40.0,1.3,0.2,650.0,12.2,8.7,140.22988505747128,22.5,9.8,229.59183673469386
Singapore,2015.0,99.0,57574.0,113.0,0.0,25.8,74.2,0.2,17.2,82.5,3.0,54512.8,307998.0,49820.0,357941.0,308122.0,3.8,62.3,79.2,78.66161616161615,2.9,1.0,4.2,2.2,0.2,1.2,0.0,25.3,2.7,100.0,1.7,101.3,102.0,99.31372549019608,109.6,111.2,98.56115107913669,104.2,105.4,98.86148007590133,2483.4,44.4,5593.243243243243,84.9,80.5,105.46583850931677,12.7,13.7,92.7007299270073,26.0,215.0,23.2,21.1,79.0,,,2.2,287.0,12052.0,62.2,11.0,565.4545454545455,100.0,,,100.0,,
Singapore,2020.0,123.0,57957.0,114.0,0.0,24.5,75.5,0.1,14.8,85.0,3.9,58950.9,348392.0,45059.0,373684.0,328624.0,4.1,62.4,77.5,80.51612903225806,2.7,0.9,5.7,2.5,0.2,2.2,1.3,24.0,2.7,100.0,,100.5,100.6,99.90059642147118,105.7,107.3,98.50885368126748,99.8,100.1,99.7002997002997,2523.6,43.1,5855.22041763341,85.9,81.4,105.52825552825553,12.2,16.9,72.18934911242604,25.0,250.0,21.7,21.1,92.0,,,2.2,326.0,2086.0,81.2,13.7,592.7007299270074,100.0,,,100.0,,
Singapore,2024.0,131.0,99128.0,130.0,0.0,25.4,74.6,0.1,14.2,85.7,3.6,78114.6,466789.0,52089.0,475051.0,422962.0,3.5,60.5,75.0,80.66666666666666,2.5,1.0,5.6,2.6,0.1,0.7,1.1,29.3,2.2,,,99.7,100.1,99.60039960039961,105.6,106.2,99.43502824858757,100.3,100.2,100.09980039920158,,,,86.4,81.4,106.14250614250614,11.7,19.1,61.25654450261779,25.0,252.0,21.4,21.1,96.0,,,,381.0,5344.0,81.6,13.7,595.6204379562043,100.0,,,100.0,,
Sint Maarten (Dutch part),2015.0,,18.0,,,5.5,94.5,,,,0.5,34000.3,1367.0,,,,,,,,,1.7,,,,2.1,0.0,,16.0,100.0,3.1,,,,,,,,,,27.3,68.3,39.97071742313324,79.0,73.1,108.07113543091656,19.7,13.2,149.24242424242425,,289.0,2.4,5.1,,,,,49.0,505.0,0.8,19.0,4.2105263157894735,,,,,,
Sint Maarten (Dutch part),2020.0,,290.0,,,6.7,93.3,,,,16.5,28433.1,1240.0,,,,,,,,,1.5,,,,1.5,0.0,,16.0,100.0,,,,,,,,,,,28.8,67.3,42.79346210995543,78.5,72.1,108.87656033287104,17.3,17.9,96.64804469273744,,238.0,10.9,5.1,,,,,58.0,106.0,0.7,15.4,4.545454545454545,,,,,,
Sint Maarten (Dutch part),2024.0,,42.0,,,7.0,93.0,,,,9.7,35607.5,1573.0,,,,,,,,,1.4,,,,1.4,0.1,,14.5,,,,,,,,,,,,,,,79.7,73.8,107.99457994579946,15.1,21.5,70.23255813953489,,245.0,10.9,5.1,,,,,80.0,373.0,0.7,15.9,4.40251572327044,,,,,,
Slovakia,2015.0,90.0,1849.0,109.0,2.4,34.0,63.6,3.2,36.1,60.7,5.2,16382.3,88865.0,1905.0,75010.0,73105.0,11.5,52.0,67.9,76.58321060382916,4.6,1.4,6.8,3.5,0.9,0.1,2.5,18.7,6.4,53.9,0.2,98.3,98.3,100.0,88.6,85.0,104.23529411764704,96.1,96.8,99.27685950413223,177.6,3.3,5381.818181818182,80.1,73.1,109.57592339261286,15.3,20.8,73.5576923076923,265.0,124.0,40.0,84.0,77.6,0.1,,1.2,45.0,4869.0,28.7,5.3,541.5094339622642,,,,88.5,75.5,117.21854304635761
Slovakia,2020.0,102.0,672.0,118.0,1.9,31.4,66.7,2.6,36.6,60.9,3.3,19559.8,106731.0,1709.0,86708.0,84998.0,6.7,51.9,66.6,77.92792792792793,4.3,1.6,7.1,3.7,1.2,0.0,2.6,20.7,6.0,53.7,,99.7,100.1,99.60039960039961,88.7,84.3,105.21945432977462,93.9,94.2,99.68152866242038,197.2,3.6,5477.777777777777,80.2,73.4,109.26430517711172,15.9,23.3,68.24034334763948,280.0,125.0,40.1,85.8,89.9,0.16,,0.9,116.0,5630.0,26.3,4.8,547.9166666666667,,,,88.5,75.5,117.21854304635761
Slovakia,2024.0,86.0,2088.0,151.0,2.5,31.9,65.6,2.5,35.9,61.6,1.8,20431.6,115305.0,1707.0,117063.0,115356.0,5.7,55.5,67.7,81.97932053175775,,1.6,7.8,3.7,0.7,0.5,108.1,22.7,4.8,,,100.4,100.2,100.1996007984032,88.9,85.1,104.46533490011751,95.8,96.4,99.37759336099585,,,,81.7,75.2,108.64361702127661,15.8,24.8,63.70967741935484,291.0,136.0,40.1,85.8,91.4,0.15,,0.9,104.0,,29.8,5.5,541.8181818181818,,,,88.5,75.5,117.21854304635761
Slovenia,2015.0,102.0,1646.0,106.0,2.4,32.4,65.2,7.1,32.0,60.9,2.2,20707.8,43090.0,717.0,26587.0,25870.0,9.0,51.9,62.9,82.51192368839428,4.9,1.6,8.5,2.8,1.0,0.1,0.3,36.7,2.3,53.8,0.7,98.3,98.4,99.89837398373983,118.4,117.2,101.02389078498292,98.6,98.6,100.0,237.6,11.5,2066.086956521739,83.3,77.6,107.34536082474226,14.8,25.0,59.20000000000001,143.0,133.0,62.0,73.3,73.1,0.37,,2.2,125.0,3022.0,12.6,6.0,210.0,,,,,,
Slovenia,2020.0,105.0,3882.0,111.0,2.4,33.1,64.6,4.1,34.0,61.9,4.2,25374.7,53735.0,958.0,37471.0,36513.0,5.0,53.2,62.4,85.25641025641026,4.9,1.6,9.4,3.3,0.5,1.1,1.3,27.8,2.4,54.8,,100.1,100.4,99.70119521912349,121.6,118.5,102.61603375527426,98.4,98.4,100.0,278.0,13.4,2074.6268656716416,83.1,77.6,107.08762886597938,15.1,27.0,55.925925925925924,151.0,128.0,61.5,73.8,86.6,1.15,,2.1,175.0,1216.0,11.7,5.5,212.7272727272727,,,,,,
Slovenia,2024.0,94.0,3057.0,132.0,2.1,32.0,65.9,4.3,30.2,65.5,2.5,28295.4,59982.0,2183.0,59507.0,61690.0,3.4,54.0,63.1,85.57844690966719,,1.6,8.8,3.3,0.6,0.0,11.8,37.8,1.8,,,100.3,101.0,99.3069306930693,118.3,115.4,102.51299826689775,97.9,97.3,100.61664953751286,,,,84.5,79.1,106.82680151706701,14.7,28.6,51.39860139860139,140.0,130.0,61.4,73.8,88.9,1.03,,2.1,196.0,3936.0,11.9,5.6,212.5,,,,,,
Solomon Islands,2015.0,100.0,36.0,125.0,33.3,15.6,51.2,40.4,9.7,49.9,1.7,2134.8,1308.0,65.0,400.0,466.0,0.7,82.5,85.8,96.15384615384616,7.5,4.3,4.4,0.2,,3.6,0.0,2.0,23.0,22.4,4.3,112.4,110.6,101.62748643761303,26.3,30.8,85.3896103896104,79.1,75.0,105.46666666666667,2.6,0.4,650.0,70.9,67.9,104.41826215022093,40.0,5.4,740.7407407407406,3.0,12.0,90.3,4.6,10.0,,14.82,,238.0,22.0,0.3,0.5,60.0,,,,,,
Solomon Islands,2020.0,104.0,25.0,137.0,34.1,17.2,48.6,38.1,11.3,50.6,3.4,2222.5,1536.0,45.0,384.0,429.0,0.9,81.5,84.9,95.99528857479388,,3.7,4.8,0.2,,2.4,0.0,6.1,20.3,24.2,,104.9,103.8,101.05973025048169,,,,76.8,71.3,107.71388499298737,2.5,0.4,625.0,71.0,67.8,104.71976401179941,38.4,5.6,685.7142857142858,3.0,11.0,90.1,4.6,39.6,,13.55,,256.0,4.0,0.3,0.4,74.99999999999999,,,,,,
Solomon Islands,2024.0,107.0,178.0,153.0,33.5,17.7,48.8,37.3,11.4,51.3,4.1,2205.3,1597.0,241.0,413.0,654.0,1.6,82.8,86.3,95.94438006952491,,3.5,4.8,,,2.4,1.0,8.0,17.1,,,,,,,,,,,,,,,72.2,69.4,104.03458213256485,37.0,5.7,649.1228070175439,3.0,11.0,90.1,4.8,45.0,,15.97,,310.0,1.0,0.3,0.4,74.99999999999999,,,,,,
Somalia,2015.0,102.0,,,60.2,7.3,32.5,30.3,16.4,53.3,23.7,481.5,6628.0,1166.0,676.0,1842.0,18.4,20.9,47.9,43.63256784968685,,7.0,,0.0,,3.4,1165.0,13.8,133.3,43.2,4.8,,,,,,,,,,41.0,0.3,13666.666666666668,57.1,53.0,107.73584905660378,47.6,4.0,1190.0,129.0,10.0,10.1,0.0,1.8,,23.77,,165.0,,0.6,0.0,inf,,,,41.1,16.4,250.609756097561
Somalia,2020.0,100.0,,,60.2,7.4,32.5,26.7,17.6,55.7,2.6,556.6,9204.0,3391.0,516.0,3907.0,19.6,20.9,46.7,44.75374732334046,0.0,6.5,,,,3.8,2701.8,24.4,113.5,45.6,,,,,,,,,,,58.6,0.4,14650.0,59.2,55.1,107.4410163339383,47.0,4.1,1146.3414634146343,151.0,10.0,9.5,0.0,15.0,,43.94,,199.0,,0.6,0.0,inf,,,,43.9,20.9,210.04784688995218
Somalia,2024.0,99.0,,,60.2,7.4,32.5,25.9,17.8,56.3,2.4,592.1,10420.0,3198.0,833.0,4031.0,19.1,21.2,47.3,44.82029598308668,0.0,6.0,,,,3.4,3896.6,19.6,102.1,,,19.2,23.1,83.11688311688312,,,,,,,,,,61.6,56.5,109.02654867256638,46.6,4.1,1136.5853658536587,155.0,10.0,9.4,0.0,27.6,,33.2,,267.0,,0.6,0.0,inf,,,,44.5,21.8,204.12844036697248
South Africa,2015.0,101.0,14944.0,130.0,2.5,26.3,71.2,15.4,21.4,63.2,1.3,6200.9,346486.0,5232.0,80036.0,85267.0,22.9,51.0,65.0,78.46153846153847,5.5,2.4,8.1,,33.4,2.3,912.6,41.5,39.1,64.8,2.2,108.8,114.5,95.02183406113537,109.4,110.6,98.91500904159133,112.3,108.7,103.31186752529898,3231.7,5.8,55718.96551724137,67.0,60.8,110.19736842105263,28.3,8.0,353.75,6434.0,100.0,14.2,32.7,51.9,,0.42,0.7,527.0,8904.0,454.1,8.1,5606.172839506174,84.3,,,70.9,,
South Africa,2020.0,111.0,6701.0,164.0,2.9,25.8,71.4,21.4,17.6,61.0,6.0,5753.1,338291.0,16284.0,85227.0,68943.0,24.3,48.7,61.3,79.44535073409462,6.2,2.3,8.6,0.8,34.0,1.6,266.7,46.4,29.3,66.9,,98.4,101.1,97.32937685459942,119.3,101.1,118.00197823936698,111.4,108.7,102.48390064397424,2860.5,4.8,59593.75,67.9,62.2,109.16398713826368,27.0,9.4,287.2340425531915,6308.0,93.0,14.1,36.4,72.1,,0.36,0.6,597.0,2802.0,443.3,7.5,5910.666666666667,81.6,,,72.5,,
South Africa,2024.0,113.0,6160.0,194.0,3.2,27.5,69.4,19.3,18.1,62.7,1.9,6766.5,405271.0,3485.0,110608.0,107123.0,28.6,52.2,64.1,81.43525741029643,6.6,2.2,8.3,0.8,45.5,1.2,144.5,46.0,31.2,,,96.9,99.3,97.58308157099698,124.7,105.8,117.86389413988658,108.2,106.6,101.50093808630393,,,,69.8,62.8,111.14649681528664,25.9,10.2,253.92156862745097,5876.0,92.0,14.0,36.6,74.7,,0.25,,961.0,5698.0,434.2,7.3,5947.945205479452,80.5,,,73.1,,
South Sudan,2015.0,100.0,500.0,332.0,4.2,45.0,50.9,60.4,14.5,25.2,6.9,556.6,6231.0,1658.0,2193.0,535.0,12.4,69.8,71.8,97.21448467966573,1.5,4.7,,,14.1,0.1,2058.5,26.5,244.7,18.9,4.4,59.3,83.8,70.76372315035799,3.8,8.4,45.238095238095234,14.7,24.8,59.27419354838709,844.1,7.9,10684.810126582277,42.9,36.9,116.26016260162602,43.1,4.1,1051.219512195122,321.0,3.0,41.8,33.6,3.0,,15.92,,42.0,,2.0,0.2,1000.0,,,,,,
South Sudan,2020.0,107.0,1718.0,20423.0,6.0,39.6,54.4,61.0,13.4,25.5,3.4,396.6,4207.0,216.0,783.0,1000.0,14.4,69.4,70.3,98.71977240398294,1.6,4.2,9.4,0.0,,2.6,2091.0,28.5,99.1,19.9,,,,,6.4,11.3,56.63716814159292,,,,882.3,7.9,11168.354430379746,60.5,54.8,110.40145985401459,42.4,4.5,942.2222222222223,359.0,3.0,11.3,33.6,9.3,,,,61.0,,1.7,0.2,850.0,,,,,,
South Sudan,2024.0,115.0,597.0,21563.0,2.8,62.5,34.7,60.3,13.7,26.0,0.5,423.0,4616.0,655.0,631.0,1286.0,11.8,70.4,71.2,98.87640449438203,,3.8,5.9,,,2.1,1957.2,32.4,98.2,,,,,,,,,,,,,,,60.7,54.8,110.76642335766425,38.9,5.0,777.9999999999999,332.0,3.0,11.3,33.6,12.1,,,,72.0,,1.8,0.2,900.0,,,,,,
Spain,2015.0,99.0,24108.0,107.0,3.0,22.1,74.9,4.1,19.9,76.0,3.8,25751.5,1195676.0,27750.0,276959.0,304708.0,22.1,52.6,64.6,81.42414860681116,4.3,1.3,9.1,3.8,0.7,0.0,17.3,41.1,3.1,79.6,0.1,102.9,101.5,101.37931034482759,132.5,127.8,103.67762128325508,117.7,121.9,96.55455291222313,5891.2,12.6,46755.555555555555,85.3,79.8,106.89223057644111,15.0,24.0,62.5,1372.0,106.0,37.1,57.3,78.7,1.84,,1.2,551.0,68175.0,245.0,5.3,4622.641509433962,99.8,98.6,101.21703853955376,,,
Spain,2020.0,117.0,8229.0,111.0,3.1,22.1,74.9,4.0,20.5,75.5,11.2,26985.3,1278129.0,17658.0,312081.0,329739.0,15.5,51.1,61.9,82.55250403877221,4.2,1.2,10.7,4.6,0.6,0.2,204.1,44.0,3.0,80.6,,103.9,103.0,100.87378640776699,126.8,117.9,107.54877014418997,112.2,113.2,99.1166077738516,6842.2,14.6,46864.38356164384,85.0,79.5,106.91823899371069,14.2,25.8,55.03875968992248,1406.0,96.0,37.2,57.6,93.2,1.08,,1.4,752.0,18933.0,193.9,4.1,4729.2682926829275,99.8,98.6,101.21703853955376,,,
Spain,2024.0,98.0,41094.0,128.0,2.6,22.8,74.6,3.8,20.1,76.1,5.8,29771.1,1415874.0,48874.0,420170.0,469043.0,12.2,52.3,63.0,83.01587301587301,,1.2,10.7,4.5,0.7,0.0,532.6,44.3,2.9,,,103.1,102.7,100.38948393378773,132.0,122.3,107.93131643499592,111.4,111.7,99.73142345568488,,,,86.4,81.1,106.5351418002466,12.9,28.1,45.907473309608534,1437.0,101.0,37.2,57.6,94.5,0.54,,1.4,813.0,71659.0,212.1,4.5,4713.333333333333,99.8,98.6,101.21703853955376,,,
Sri Lanka,2015.0,104.0,1883.0,110.0,8.9,32.1,58.9,28.7,25.8,45.6,4.2,3990.4,85141.0,8528.0,10440.0,18967.0,4.5,35.4,73.8,47.96747967479675,2.1,2.1,3.7,0.8,2.3,0.8,51.8,5.8,8.8,18.3,0.5,97.1,98.0,99.08163265306122,99.4,89.3,111.31019036954089,95.5,95.0,100.52631578947368,39.7,0.2,19850.0,79.4,72.6,109.366391184573,24.7,13.6,181.61764705882354,159.0,19.0,34.4,43.7,15.3,,0.57,0.1,580.0,1798.0,19.3,0.9,2144.444444444445,90.3,37.7,239.52254641909812,,,
Sri Lanka,2020.0,109.0,1187.0,138.0,8.7,29.9,61.3,27.1,26.9,46.0,4.6,3888.6,84441.0,4900.0,10707.0,15607.0,5.4,31.7,71.3,44.460028050490884,2.0,2.0,4.0,1.2,3.4,0.7,26.6,5.3,7.0,18.6,,97.8,97.2,100.61728395061729,102.8,90.7,113.3406835722161,97.4,95.8,101.67014613778707,40.3,0.2,20149.999999999996,80.1,73.7,108.68385345997285,23.3,15.6,149.35897435897436,153.0,19.0,34.2,43.7,36.2,,0.28,0.1,641.0,508.0,20.1,0.9,2233.3333333333335,87.5,38.4,227.86458333333334,,,
Sri Lanka,2024.0,99.0,1559.0,221.0,9.2,31.8,59.0,26.4,27.0,46.5,7.8,3489.7,76187.0,4334.0,12052.0,16386.0,6.6,32.1,71.5,44.8951048951049,,2.0,4.1,1.2,,0.6,9.6,5.3,6.2,,,97.9,95.8,102.19206680584551,89.0,81.1,109.74106041923552,97.4,96.5,100.93264248704664,,,,80.7,74.4,108.46774193548387,22.0,17.2,127.90697674418605,166.0,21.0,34.1,43.7,50.1,,0.19,,837.0,720.0,22.0,1.0,2200.0,83.0,38.7,214.4702842377261,,,
State of Palestine,2015.0,90.0,1939.0,111.0,8.7,19.2,72.1,8.7,28.7,62.6,3.7,3115.6,13972.0,4268.0,958.0,5225.0,23.0,18.0,70.8,25.423728813559322,4.7,4.0,,,1.2,2.4,0.0,,18.6,75.4,3.1,94.2,96.6,97.51552795031057,80.3,63.3,126.8562401263823,92.5,90.7,101.98456449834619,273.2,6.0,4553.333333333333,76.7,72.5,105.79310344827586,40.1,5.0,802.0,9.0,16.0,1.7,0.0,56.7,,11.94,0.5,24.0,432.0,3.1,0.7,442.8571428571429,79.5,73.6,108.0163043478261,66.4,37.2,178.49462365591398
State of Palestine,2020.0,117.0,1903.0,112.0,8.4,20.1,71.5,6.4,30.6,63.0,11.3,3094.3,15532.0,5009.0,1055.0,6063.0,25.9,16.4,66.3,24.736048265460028,4.7,3.5,,,1.0,2.3,,,15.2,76.4,,94.3,96.0,98.22916666666667,85.7,69.6,123.13218390804599,95.5,95.0,100.52631578947368,272.8,5.3,5147.169811320755,77.6,72.6,106.8870523415978,39.3,5.5,714.5454545454545,9.0,16.0,1.7,0.0,76.0,,11.28,,39.0,170.0,3.4,0.7,485.7142857142858,80.9,75.6,107.01058201058203,72.3,49.8,145.18072289156626
State of Palestine,2024.0,112.0,2037.0,124.0,8.0,20.8,71.2,6.2,32.6,61.2,3.9,3640.3,19112.0,7563.0,1525.0,9089.0,24.4,18.9,71.9,26.286509040333794,5.5,3.2,,,1.4,1.6,,,27.5,,,91.5,92.1,99.34853420195441,88.0,71.0,123.94366197183098,95.7,94.6,101.16279069767442,,,,74.3,65.2,113.95705521472392,38.0,5.9,644.0677966101695,10.0,17.0,1.7,23.5,88.6,,10.08,,59.0,,3.7,0.7,528.5714285714287,81.5,76.4,106.67539267015707,74.6,54.7,136.3802559414991
Sudan,2015.0,92.0,5461.0,350.0,32.0,16.3,51.8,42.7,14.8,42.5,4.0,2198.9,83934.0,2826.0,5588.0,8413.0,17.1,28.6,69.4,41.210374639769455,,4.9,5.8,0.4,,3.0,2767.9,24.3,64.8,33.9,2.8,72.6,79.7,91.09159347553324,41.9,39.7,105.54156171284635,54.7,59.7,91.62479061976549,620.5,1.6,38781.25,67.3,61.7,109.07617504051863,43.6,4.5,968.888888888889,408.0,11.0,906.4,9.1,,,1.17,,123.0,741.0,12.0,0.3,4000.0,,,,,,
Sudan,2020.0,118.0,5841.0,3539.0,20.4,21.1,58.4,41.1,14.3,44.5,3.6,771.6,34291.0,1150.0,10685.0,9534.0,19.2,28.5,68.0,41.911764705882355,,4.5,3.0,0.3,,2.6,2963.6,27.7,55.3,34.9,,74.9,80.6,92.92803970223326,42.3,39.4,107.36040609137056,58.0,60.4,96.02649006622516,1379.1,3.1,44487.096774193546,68.2,62.4,109.29487179487181,41.4,5.0,827.9999999999999,346.0,11.0,9.8,17.8,26.4,,9.21,,158.0,836.0,19.5,0.4,4875.0,,,,,,
Sudan,2024.0,117.0,4443.0,55732.0,20.1,21.7,58.1,40.4,14.5,45.0,2.5,783.6,36729.0,5941.0,11701.0,5760.0,20.8,28.0,67.6,41.42011834319527,,4.3,2.8,,,1.6,4001.1,,53.0,,,,,,,,,,,,,,,69.8,63.4,110.09463722397477,40.5,5.3,764.1509433962265,383.0,12.0,9.7,17.8,28.7,,11.74,,174.0,,20.6,0.4,5150.0,,,,,,
Suriname,2015.0,98.0,786.0,139.0,11.3,29.6,59.1,7.2,27.2,65.6,2.6,8907.8,5126.0,90.0,1814.0,1904.0,7.2,44.4,66.8,66.46706586826348,5.5,2.6,5.8,1.0,5.9,1.1,0.0,11.8,20.4,66.1,0.9,106.8,110.4,96.73913043478261,62.3,36.6,170.21857923497265,94.8,84.7,111.92443919716646,43.1,7.7,559.7402597402597,73.9,67.5,109.4814814814815,28.7,9.3,308.6021505376344,45.0,75.0,97.8,51.2,42.8,,0.31,,76.0,228.0,2.7,4.7,57.446808510638306,63.1,38.2,165.18324607329842,22.0,36.2,60.773480662983424
Suriname,2020.0,86.0,260.0,398.0,8.4,37.9,53.7,7.8,26.3,65.8,16.0,6851.2,4159.0,660.0,2193.0,1533.0,8.7,43.1,63.1,68.30427892234549,5.4,2.3,6.8,0.8,9.1,1.0,1.9,31.4,17.7,66.1,,102.8,107.0,96.07476635514018,,,,87.9,81.9,107.32600732600733,47.8,8.1,590.1234567901234,76.2,68.6,111.0787172011662,26.8,10.7,250.4672897196262,43.0,74.0,97.4,51.2,69.8,,1.12,,88.0,278.0,2.9,4.8,60.416666666666664,63.4,40.8,155.3921568627451,20.7,33.9,61.06194690265486
Suriname,2024.0,88.0,147.0,1462.0,8.3,45.9,45.8,7.5,26.4,66.0,2.4,5858.8,3621.0,614.0,2311.0,1697.0,7.7,45.0,64.4,69.87577639751552,4.0,2.2,5.7,1.5,7.3,0.8,2.8,31.4,12.4,,,95.6,100.4,95.21912350597609,47.6,34.9,136.3896848137536,88.0,80.1,109.86267166042447,,,,77.0,70.6,109.06515580736544,25.6,12.2,209.8360655737705,44.0,68.0,97.3,51.2,75.8,,1.16,,156.0,,2.6,4.3,60.465116279069775,63.4,40.8,155.3921568627451,20.7,33.9,61.06194690265486
Sweden,2015.0,102.0,16159.0,104.0,1.6,24.9,73.4,2.0,18.3,79.7,4.5,51283.0,505104.0,2019.0,140006.0,137987.0,7.4,61.2,68.0,90.0,7.4,1.8,10.8,4.2,1.1,1.1,225.5,43.6,2.9,86.6,1.1,122.1,117.3,104.0920716112532,179.7,148.5,121.01010101010101,113.3,108.0,104.9074074074074,1602.5,16.4,9771.341463414634,84.0,80.3,104.6077210460772,17.3,25.4,68.11023622047244,1398.0,186.0,68.7,57.9,90.6,2.05,,3.2,36.0,6482.0,30.9,3.1,996.774193548387,,,,96.0,91.6,104.80349344978166
Sweden,2020.0,101.0,32230.0,111.0,1.5,24.3,74.2,1.7,18.3,80.0,2.2,52758.8,547054.0,5499.0,154936.0,149436.0,8.3,61.7,69.1,89.29088277858177,7.6,1.7,11.3,4.3,1.2,0.5,304.3,47.0,2.8,87.7,,122.8,116.4,105.49828178694159,173.8,151.1,115.02316346790207,114.6,109.6,104.56204379562044,2003.9,19.8,10120.70707070707,84.3,80.6,104.59057071960298,17.7,25.6,69.14062499999999,1394.0,174.0,68.7,59.2,94.5,1.27,,3.5,98.0,1957.0,28.7,2.8,1025.0,,,,96.0,91.8,104.57516339869282
Sweden,2024.0,101.0,40073.0,133.0,1.6,26.9,71.5,1.9,17.2,80.9,2.8,56040.3,591189.0,5158.0,197928.0,192770.0,8.7,63.4,70.6,89.80169971671388,,1.4,10.7,7.2,1.1,0.5,291.7,46.7,2.4,,,120.4,112.7,106.83229813664596,185.0,153.0,120.91503267973856,114.6,108.7,105.42778288868445,,,,85.2,81.6,104.41176470588236,17.0,26.4,64.39393939393939,1471.0,186.0,68.7,59.5,95.7,1.34,,3.4,71.0,6629.0,31.0,3.0,1033.3333333333335,,,,96.0,91.8,104.57516339869282
Switzerland,2015.0,99.0,61631.0,98.0,0.6,25.0,74.4,3.4,20.7,75.9,1.6,83813.2,694118.0,38439.0,289629.0,251190.0,4.8,62.3,74.2,83.96226415094338,5.0,1.5,10.8,4.2,0.7,1.1,86.6,30.5,4.6,73.7,1.2,101.9,102.4,99.51171875,98.8,104.2,94.8176583493282,107.1,107.4,99.72067039106143,2258.2,27.2,8302.20588235294,84.9,80.7,105.20446096654274,14.9,23.5,63.40425531914894,495.0,122.0,31.7,34.4,87.5,0.94,,3.1,62.0,9305.0,34.3,4.1,836.5853658536585,,,,99.9,97.4,102.56673511293634
Switzerland,2020.0,99.0,2451.0,99.0,0.7,25.5,73.8,2.5,20.4,77.1,2.1,85893.3,741999.0,28178.0,318580.0,290402.0,4.8,62.5,73.4,85.14986376021798,5.1,1.5,11.7,4.4,0.5,0.7,122.9,41.5,4.2,73.8,,101.6,101.9,99.70559371933267,100.8,108.5,92.9032258064516,103.8,103.2,100.5813953488372,2491.2,28.8,8649.999999999998,85.1,81.0,105.06172839506172,15.1,24.8,60.88709677419355,519.0,112.0,32.1,37.1,94.3,0.45,,3.2,128.0,3690.0,30.5,3.5,871.4285714285713,,,,99.9,99.6,100.30120481927712
